Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
021-130077684,379,21,Department of Transportation,FAAXX711: Data Communications NextGen Support (DataComm),1125,C,ERAM/TDLS SW/HW Development Segment 1 Phase 1A (Pre-FID 1A),"Design and develop ERAM and TDLS software for Revised Departure Clearance Services functionality of Segment1 Phase 1A. This Project includes unbaselined, development activities and follows the Authorization to Proceed and precede the FID 1A.",01/07/2011,30/04/2012,30/04/2012,31/05/2012,17.32905,-123,-40.46,0,0,17.32905,17.32905,26/06/2012,13:29:51,C,,,,,
021-391613792,380,21,Department of Transportation,FAAXX713: NextGen NAS Voice System (NVS),461,1,Screening Information Request Prep and Release,"Finalize System Specification; draft, review and release the SIR.",28/07/2011,31/12/2011,31/12/2011,11/01/2012,3.135645,-11,-7.05,-0.001575,-0.05,3.135644,3.137219,26/06/2012,13:29:51,1,,,,,
021-391613792,380,21,Department of Transportation,FAAXX713: NextGen NAS Voice System (NVS),462,2,Proposal Evaluation,"Evaluation preparation, Evaluate Proposals and conduct Capability Assessment.",01/08/2011,31/08/2012,31/08/2012,31/08/2012,5.703087,0,0,-0.537813,-9.43,5.703087,6.2409,26/06/2012,13:29:51,2,,,,,
021-734121151,383,21,Department of Transportation,FMCSA100: Application and Information Services Modernization,2876,10004,Interventions,Modernize Intervention Services.,01/10/2011,30/09/2013,30/09/2012,30/09/2012,10.5,0,0,0,0,0.8,0.8,27/03/2012,13:39:38,10004,,,,,
021-734121151,383,21,Department of Transportation,FMCSA100: Application and Information Services Modernization,2877,10005,Mobile Applications,Provide access to FMCSA data and systems using mobile devices.,01/10/2011,30/09/2016,31/12/2011,30/04/2012,1,-121,-132.97,-0.016261,-10.84,0.15,0.166261,26/06/2012,13:32:35,10005,,,,,
021-734121151,383,21,Department of Transportation,FMCSA100: Application and Information Services Modernization,2882,10006,Inspections,Modernize Inspection Services.,01/10/2011,30/09/2013,30/09/2012,30/09/2012,9,0,0,0.208575,18.3,1.14,0.931425,26/06/2012,13:32:35,10006,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1254,1,Remedy 7.6 Implementation,Standup Remedy 7.6 Application.,15/06/2010,04/04/2011,30/09/2010,31/05/2011,0.198,-243,-261.29,-0.024,-13.04,0.184,0.208,23/09/2011,07:32:29,1,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1255,2,Increase DOT COE user base,OA migrations into DOT COE.,30/09/2010,30/09/2016,30/09/2011,30/09/2011,6.871,0,0,-0.004,-0.5,0.796,0.8,23/08/2012,11:23:49,2,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1256,3,Federal Data Center Consolidation Initiative,FDCCI data center/server closet closures and reporting.,01/08/2011,28/09/2012,30/01/2012,28/09/2012,5,-242,-198.36,0,0,5,5,24/02/2012,13:55:12,3,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1257,4,SCCM Upgrade,SCCM Top 20 Application Packaging.,04/05/2011,31/01/2012,15/11/2011,15/11/2011,2.0E-6,0,0,0,0,2.0E-6,2.0E-6,23/11/2011,10:51:33,4,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1258,5,Email Limits,establish standard email limits for the COE in preparation for the Exchange 2010 upgrade.,01/06/2010,07/03/2011,18/02/2011,18/02/2011,1.0E-6,0,0,0,0,1.0E-6,1.0E-6,23/09/2011,07:32:29,5,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1259,6,Rights Management Service,"leverages Rights Management Services for Windows Server and Client Software, RMS enabled applications or browsers, and the existing Active Directory service infrastructure to protect USDOT from the unauthorized use of digital information in the corporate environment.",13/12/2010,21/03/2011,11/02/2011,11/02/2011,0.12,0,0,0,0,0.12,0.12,23/09/2011,07:32:29,6,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1260,7,Safeboot Upgrade,Autoboot/Client Upgrade.,01/09/2010,20/05/2011,07/05/2011,07/05/2011,2.0E-6,0,0,0,0,2.0E-6,2.0E-6,23/09/2011,07:32:29,7,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1261,8,Storage Upgrade,Avamar Upgrade required for Exchange 2010.,28/03/2011,31/10/2011,22/08/2011,31/10/2011,0.25,-70,-95.89,0,0,0.13,0.13,22/12/2011,10:37:55,8,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1262,9,SharePoint 2010 Upgrade,SharePoint 2010 Transition from 2007.,07/12/2010,30/04/2012,25/08/2011,25/08/2011,0.009104,0,0,0,0,0.009104,0.009104,25/10/2011,12:03:08,9,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1263,10,Remote Access,VDI Pilot.,04/04/2011,06/10/2011,06/10/2011,06/10/2011,2.0E-6,0,0,0,0,2.0E-6,2.0E-6,25/10/2011,12:03:08,10,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1264,11,Exchange 2010,Exchange 2010 Private Cloud.,01/01/2010,15/02/2012,15/02/2012,15/08/2012,1.2,-198,-75.86,0,0,0.950001,0.950001,23/08/2012,11:23:49,11,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1265,12,IPv6,IPv4 to IPv6 transition.,15/11/2010,28/09/2012,28/09/2012,28/09/2012,2.0E-6,0,0,0,0,2.0E-6,2.0E-6,26/06/2012,13:18:42,12,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1267,14,Unified Communications,"Voicemail, email, telephony capabilities syncronization.",01/10/2011,28/09/2012,15/11/2011,15/11/2011,0.05,0,0,0,0,0.05,0.05,23/11/2011,12:03:18,14,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1268,15,Window 7,Operating System upgrade to Win 7 for COE users.,25/01/2011,31/01/2013,31/05/2012,31/05/2012,0.813,0,0,-0.133,-19.56,0.68,0.813,26/06/2012,13:18:42,15,,,,,
021-542850483,446,21,Department of Transportation,DOTXX070: DOT Common Operating Environment (DOT COE),1269,16,MicroSoft Office Suite Upgrade,Upgrade of MS Office Suite 2007 to MS Office Suite 2010.,10/01/2011,28/09/2012,25/01/2012,28/09/2012,5.047549,-247,-65,-1.0E-6,0,5.047549,5.04755,24/02/2012,13:55:12,16,,,,,
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),614,G01A0101,Separation Management - Modern Procedures,"The performance-based concept calls for separation standards to vary according to aircraft capabilities and pilot training. This effort will result in a set of separation standards requirements and algorithms to implement them. This includes changes to automation, procedures, and training. This also funds an analysis of performance-based data processing to see if it is appropriate for lowering separation minima. Performance-based data processing is a way to integrate all information about an aircraft's path and location to provide full situational awareness and predict possible problems. Developing new automation Conflict Alert (CA) and Conflict Probe (CP) algorithms and changing the controller workstations to support the new information are on the critical path of many NextGen technologies.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,14.608886,0,0,-2.25929,-17.73,12.744734,15.004024,24/02/2012,13:59:28,G01A0101,,,,,
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),615,G01A0102,Separation Management - High Altitude,"This will develop the mid-term automation decision support tool and display requirements for air traffic controller separation management in high altitude trajectory based airspace. It will identify cognitive support and display change requirements for early transition to a high altitude specialty and will develop and validate automation changes needed to implement a new high altitude operating concept that will create a more flexible high altitude airspace concept by increasing staffing flexibility, reducing training time, and enabling traffic peaks to be handled by fewer controllers. Initial operational concept development and validation efforts have concluded that in high altitude airspace, the local knowledge information needed is considerably less than in lower altitude airspace and that different operating strategies can be used to more dynamically adjust staffing and airspace to meet demand and reduce operating costs. By providing local knowledge through information accessible through the controller display and other tools, there will be increased flexibility in the assignment of airspace to controllers, increasing overall productivity and flexibility to deal with weather and congestion events. This activity will work to define and develop the information display and decision support tool changes to provide this local knowledge and conduct human-in-the-loop simulations with controllers to assess the effectiveness of the information content and automation and display changes to enable rapid training (in terms of hours) of controllers to safely and efficiently control the airspace.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,2.505128,0,0,-0.045369,-1.81,2.505128,2.550497,27/04/2012,14:16:20,G01A0102,,,,,
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),616,G01A0103,Separation Management - Automation Risk Mitigation,This activity will support the assessment and risk mitigation activities for interfacing automation systems in support of the Advanced Automatic Dependent Surveillance-Broadcast (ADS-B) applications.,01/10/2010,30/09/2012,30/09/2012,30/09/2012,2.2186346E7,0,0,3.610594,16.27,22.186346,18.575752,25/01/2012,14:44:03,G01A0103,,,,,
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),617,G01A0202,Trajectory Management - Oceanic Tactical Trajectory Management,"The Oceanic Tactical Trajectory Management program is a critical NextGen capability that addresses current performance gaps in the areas of capacity, productivity, efficiency, safety, and environmental impacts in the oceanic environment. FY12 will be used to address the three initial Oceanic TBO initiatives: Automatic Dependent Surveillance (ADS) Climb and Descent Procedures (CDP), Pre-Departure and Web-Enabled CTP, and In-Flight Operations. Based on the results of the FY11 work, FY12 will be used to expand these initiatives to other geographical areas, perform operational trials, further refine longer-term objectives, include new initiatives to investigate separation assurance systems using Automatic Dependent Surveillance (ADS) technology, and begin concept development activities for Oceanic Airspace Management, Trajectory Managed, Autonomous, and Mixed Classic Airspace.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,7.131407,0,0,1.58902,22.28,7.131407,5.542387,27/04/2012,14:16:20,G01A0202,,,,,
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),618,G01A0203,Trajectory Management - Conflict Resolution Advisories,"This effort includes the analysis, prototyping, pre-implementation activities and software development activities to implement conflict resolution advisories. Conflict resolution advisories will first be implemented using voice and data in a mixed equipage environment, and ultimately will be transmitted solely via data in certain airspace. The implications for changing controller roles and responsibilities will be explored and the requirements for automation, decision support systems and data communications will be identified. High performance aircraft will directly connect via air-ground data communications to the flight management system, facilitating electronic data communications between the Air Traffic Control (ATC) automation and the flight deck automation. As a first step and in mixed performance airspace, the controller will still be responsible for aircraft separation by responding to problems predicted by the ATC automation. Instead of monitoring the sector airspace display to predict potential problems and mentally calculating problem resolutions, the automation will not only predict the problems but determine the best solution. The controller will transmit the solution via voice initially, and then via data link. This level of automation support helps manage controller workload as a means of safely dealing with the predicted increases in traffic volume. This activity will prototype earlier and easier resolutions capabilities (such as pre-probed altitude and speed amendments) that can be transferred verbally by controllers and evaluate the impact these have on the Computer Human Interface (CHI) design and system performance and conduct research into more complex issues for future implementation such as vector advisories as well as the role of the human versus automation in voice clearance, mixed voice and data communications environments, and data communications only.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,3.092484,0,0,0.087176,2.82,3.092484,3.005308,27/04/2012,14:16:20,G01A0203,,,,,
021-271423723,876,21,Department of Transportation,FAAXX800: NextGen R&D Trajectory Based Operations (TBO),619,G01N0101,Capacity Management - NextGen Distance Measuring Equipment (DME),"This program will provide near-term support for trajectory-based and performance-based operational requirements and will be functionally capable of providing the signal in space to fill the coverage gaps and meet the redundancy requirements for new Global Positioning System (GPS)/Area Navigation (RNAV)/Required Navigation Performance (RNP) procedures. This Distance Measuring Equipment (DME) will have availability greater than 99.95 percent, a mean time to repair of less than one-half hour, a mean time between failures of 14,231 hours, and a mean time between outages of 15,193 hours. It will be configurable for low, intermediate, and high power with single or dual equipment and will be commissioned accordingly. The functionality of this DME, while providing a higher transponder capacity, better reliability/maintainability, and the most current solid state technology, is exactly the same as the DMEs currently in the NAS. The most important function of the DME is the reply delay requirement used by the airborne interrogator to obtain slant range. This function has been consistent since the 1950s and will continue to be consistent in this DME.",01/10/2010,30/09/2012,30/09/2011,30/09/2011,8.713913,0,0,0.72827,25.76,2.827673,2.099403,24/02/2012,13:59:28,G01N0101,,,,,
021-281304187,877,21,Department of Transportation,FAAXX801: NextGen R&D Arrivals/Departures at High Density Airport (HD),620,G02A0101,Trajectory Management - Surface Tactical Flow,"This project is focused on the development of trajectory-based surface operations in support of the NextGen initiative. It leverages the development efforts of the NASA Surface Management System (SMS) and provides guidelines for the development of a collaborative Surface Traffic Management (STM) system with the tools necessary to achieve a fully collaborative surface environment. This is required to safely improve the use of airport capacity which is necessary to enable trajectory-based operations on the airport surface. This project will demonstrate and document requirements for a series of capabilities that build to the NextGen vision for surface trajectory-based operations. The Surface Tactical Flow project will require changes to procedures in the flight operator and Air Traffic Control Tower (ATCT) environments. The concept and requirements development and acquisition process is designed to allow incremental steps toward the complete concept, providing benefits at each step of the way and remaining aligned with the introduction of other NextGen technologies.",01/10/2010,30/09/2012,30/09/2012,30/09/2012,15.799774,0,0,0.663219,4.2,15.799774,15.136555,23/08/2012,11:36:11,G02A0101,,,,,
