Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
016-000002127,773,16,Social Security Administration,Medicare Support Activities (Medicare Modernization Act),1082,,FY12 MSA non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level Offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.19621,0,0,0,0,0.1962,0.1962,29/05/2012,08:11:04,MSA010709,,,,,
016-000002145,1054,16,Social Security Administration,Earnings Redesign,1048,,Wage Reporting,Software development projects to enhance the receipt of annual wage reports from employers and from the IRS.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,7.96019,0,0,1.541236,19.36,7.960176,6.41894,24/08/2012,13:26:53,ER0201,,,,,
016-000002145,1054,16,Social Security Administration,Earnings Redesign,1049,,Reconciliation/Corrections,Software development projects to enhance the reconciliation and correction processes.  The reconciliation process compares earnings reported to the Social Security Administration against earnings reported to the Internal Revenue Service.  The Corrections process involves processing corrections to erroneously  reported wage reports submitted by employers.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.86548,0,0,0.02928,3.38,0.86546,0.83618,24/08/2012,13:26:53,ER0202,,,,,
016-000002145,1054,16,Social Security Administration,Earnings Redesign,1050,,Earnings Redesign  Maintenance,"Software maintenance activities associated with ensuring successful system processing of wage reporting, reconciliations, and corrections.",03/10/2011,30/09/2012,30/09/2012,30/09/2012,3.957611,0,0,1.091614,28.73,3.799154,2.70754,24/08/2012,13:26:54,ER0203,,,,,
016-000002145,1054,16,Social Security Administration,Earnings Redesign,1051,,Earnings Redesign Cyclical Reporting,Software development projects to modify the wage reporting based on new requirements for the upcoming tax year.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,5.794373,0,0,0.029132,0.5,5.794372,5.76524,24/08/2012,13:26:54,ER0204,,,,,
016-000002145,1054,16,Social Security Administration,Earnings Redesign,1052,,Management Support,Management and overhead work years are based on the total number of FTEs and Contractors allocated to this program for project-related work.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,3.10609,0,0,-0.00119,-0.04,3.10609,3.10728,27/04/2012,11:23:16,ER0205,,,,,
016-000002145,1054,16,Social Security Administration,Earnings Redesign,1053,,Non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various agency-level offices outside the Office of Systems.,03/10/2011,30/09/2012,30/09/2012,30/09/2012,0.203546,0,0,3.0E-6,0,0.203546,0.203543,27/04/2012,11:23:16,ER0206,,,,,
016-000002253,1056,16,Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),1035,,FY11 -NSC,Initial contractor support to provide a detailed data center transition plan that will encompass planning and analysis of the NSC program.,01/06/2011,30/09/2011,30/09/2011,30/09/2011,5.610005,0,0,-0.013272,-0.24,5.610005,5.623277,31/10/2011,12:39:56,NSC0101,,,,,
016-000002253,1056,16,Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),1036,,FY12 - NSC Transition Planning,Internal planning and preparation in support of the move from the NCC to the NSC.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.982165,0,0,0.117155,11.93,0.982165,0.86501,24/08/2012,13:26:55,NSC0201,,,,,
016-000002253,1056,16,Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),1039,,FY12 - MGMT O/H,Management and overhead workyears are based on the total number of FTEs and Contractors allocated to this program for project-related work.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.159365,0,0,-1.0E-6,0,0.159365,0.159366,30/04/2012,14:40:46,NSC0204,,,,,
016-000002253,1056,16,Social Security Administration,National Support Center (Non-Major Infrastructure National Support Center),1040,,FY12 - non-DCS Support,GS-2210 IT Specialists supporting major IT initiatives that work in various Agency-level Offices outside the Office of Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.817118,0,0,0,0,0.817118,0.817118,30/04/2012,14:40:46,NSC0205,,,,,
018-999993200,803,18,Department of Education,Budget Formulation and Execution Line of Business (BFE),1337,,BFELoB,Development and maintenance of BFELoB IT tools.,01/08/2011,31/07/2012,31/07/2012,31/07/2012,1.145,-31,-8.49,-0.002269,-0.2,1.145,1.147269,26/07/2012,11:21:46,1,,,,,
018-000001040,804,18,Department of Education,Integrated Support Service (ISS),1360,,FY12 Maintenance,Upgrade Oracle Database from version 10.2.0.4 to version 11g to maintain currency.,16/07/2012,16/11/2012,16/11/2012,22/06/2012,0.5,147,119.51,0.149,29.8,0.5,0.351,26/07/2012,11:21:47,1,,,,,
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1354,,2011-12 Collection Task 3: Web Based Data Collection Software,Development and maintenance of data collection software to facilitate 2011-12 surveys.,01/06/2011,31/08/2012,31/08/2012,31/08/2012,1.34141,0,0,0.001368,0.18,0.772212,0.770844,26/07/2012,11:21:47,1,,,,,
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1355,,2011-12 Collection Task 8: Data Dissemination System and Web Tools,Modernization and maintenance of data dissemination tools in support of 2011-12 survey data collection.,01/06/2011,30/11/2012,30/09/2012,30/09/2012,0.667546,0,0,0.007488,1.47,0.509041,0.501553,23/08/2012,04:30:03,2,,,,,
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1356,,2011-12 Collection Option Task 1: Table Generator,Development and maintenance of table generation software for data dissemination.,01/09/2011,31/08/2012,31/08/2012,31/08/2012,0.348112,0,0,0.002353,0.74,0.318338,0.315985,26/07/2012,11:21:47,3,,,,,
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1357,,2012-13 Collection Task 3: Web Based Data Collection Software,Development and maintenance of data collection software to facilitate 2011-12 surveys.,01/06/2012,31/08/2013,30/09/2012,30/09/2012,1.381652,0,0,0,0,0.584403,0.584403,26/07/2012,11:21:47,4,,,,,
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1358,,2012-13 Collection Task 6: Help Desk Application Software,Modernization and maintenance of help desk application software to facilitate 2011-12 survey data collection and dissemination tools support.,01/06/2012,30/09/2012,31/08/2012,31/08/2012,0.040534,0,0,0,0,0.040479,0.040479,23/08/2012,04:30:03,5,,,,,
018-000002280,806,18,Department of Education,Integrated Postsecondary Education Data System (IPEDS),1359,,2012-13 Collection Task 8: Data Dissemination System and Web Tools,Modernization and maintenance of data dissemination tools in support of 2011-12 survey data collection.,01/06/2012,30/11/2013,30/09/2012,30/09/2012,0.687572,0,0,0,0,0.159173,0.159173,26/07/2012,11:21:47,6,,,,,
018-000001060,810,18,Department of Education,Federal Student Aid Financial Management System (FSA FMS),1345,,FY 11 Closeout,2011 Fiscal Year Closeout.,01/10/2010,30/11/2011,30/11/2011,30/11/2011,6.655,0,0,0.087,1.31,6.655,6.568,29/02/2012,07:26:57,1,,,,,
018-999991341,811,18,Department of Education,G5 - Grants Management (G5),1352,,FY12 Security,Additional security analysis and assurances needed to implement system enhancements.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.009,0,0,0,0,0.009,0.009,22/05/2012,11:01:47,2012-Secur,,,,,
018-000001031,818,18,Department of Education,Education Resources Information Center (ERIC),1342,,"ERIC Systems Development, Modernization, and Enhancements","Development, Modernization, and Enhancements to ERIC Systems which include: Hardware/Software Upgrades and Enhancements to ERIC website and back office systems.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.27,0,0,0.1,37.04,0.27,0.17,22/05/2012,05:58:10,ERIC-DME,,,,,
018-000001031,818,18,Department of Education,Education Resources Information Center (ERIC),1343,,ERIC Systems Maintenance,Maintenance activities for ERIC systems which include: Hardware and Communications maintenance; web site and back office systems maintenance; Continuity of Service; Archives; and Security.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.971,0,0,-11.305,-1164.26,0.971,12.276,26/06/2012,15:56:51,ERIC-Maint,,,,,
018-000001070,821,18,Department of Education,Contracts and Purchasing Support System (CPSS),1587,,Maintenance,Maintenance releases to current procurement system.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.325712,0,0,0,0,0.325712,0.325712,26/07/2012,11:21:46,2012-1,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1629,,Enrollment Reengineering and GE Data Collection,This project consists of the reengineering of the Enrollment Reporting Process and implements the data collection for the new regulatory requirements for Gainful Employment.,03/10/2011,13/07/2012,13/07/2012,13/07/2012,1.173,0,0,0,0,1.173,1.173,24/08/2012,11:08:19,1,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1630,,AIMS Implementation,"This project converts the security, access and authentication solution to FSA's enterprise Access and Identity Management System for all NSLDS users.",02/08/2011,31/01/2012,20/12/2011,18/12/2011,0.367,2,1.43,0.002,0.83,0.241,0.239,30/01/2012,11:10:36,2,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1631,,Not For Profit Data Providers,This project implements the initial not for profit data providers interface for reporting data to NSLDS.,15/07/2011,31/12/2012,15/02/2012,15/02/2012,0.036,0,0,0.012,33.33,0.036,0.024,30/04/2012,17:20:23,3,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1632,,Data Provider Onboarding,This project complete development to convert the onboarding of new data providers from a development activity to an operational activitiy.,26/09/2011,01/06/2012,01/06/2012,25/06/2012,0.404,-24,-9.64,0.052,12.87,0.404,0.352,24/08/2012,11:08:19,4,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1635,,New Regulatory Metrics,This project is to develop metric calculations for new regulatory regulations.,25/04/2011,15/12/2012,15/12/2012,24/09/2012,2.03,82,13.67,-0.499,-24.58,2.03,2.529,28/06/2012,04:56:54,7,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),1636,,Tech Assessment,This project will evaluate the Tech infrastructure and recommend areas of improvement.,26/09/2011,30/06/2012,30/06/2012,31/08/2012,0.051,-62,-22.3,0.028,54.9,0.051,0.023,28/06/2012,04:56:54,8,,,,,
018-000003133,845,18,Department of Education,National Student Loan Database System (NSLDS),3185,,GEMS,"Develop an interface to exchange data with the new GE Management Solution for challenges to GE data and recalcuation of metrics based on those challenges (to include Requirements, Design, Code/Test, and Implementation).",01/05/2012,30/09/2012,30/09/2012,31/12/2012,0.45,-92,-60.53,0,0,0.45,0.45,24/08/2012,11:08:19,10,,,,,
018-000003116,849,18,Department of Education,Central Processing System (CPS),1609,,CY 6 CPS annual release,"Annual updates, changes and enhancements to the CPS system.",01/02/2011,30/06/2012,30/06/2012,30/06/2012,2.632703,0,0,0.109524,4.16,2.632703,2.523179,21/08/2012,16:43:51,2011-1,,,,,
018-000002370,873,18,Department of Education,Aid Data Mart (ADM) (formerly know as FPDM),1349,,Data Mart Enhancements,Ability to track volume metrics that suppot the Data Mart activities.,12/09/2011,30/12/2011,30/12/2011,30/12/2011,136.24,0,0,0,0,0.136,0.136,28/06/2012,04:56:53,FSA120109,,,,,
018-000003117,884,18,Department of Education,eCampus Based System,1374,,eCB System - Option Year 4 - FY'11 Closeout,Closing out Option Year 4 of the contract FY 11 funds to operate and maintain the eCB system.,01/01/2011,31/03/2012,31/03/2012,31/03/2012,1.93,-153,-33.63,0.06953,3.6,1.93,1.86047,26/06/2012,15:57:12,2011-01,,,,,
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1611,,New Award Year Setup Release 11.0,Updated System.,01/04/2011,06/04/2012,06/04/2012,08/06/2012,6.214,-63,-16.98,-0.001,-0.02,6.214,6.215,26/06/2012,15:56:39,1,,,,,
018-000003203,946,18,Department of Education,Common Origination and Disbursement (COD),1612,,New Award Year Release 11.0 System Enhancements,Updated system with changes for current year operations.,04/04/2011,21/03/2012,02/03/2012,15/03/2012,2.5,-13,-3.9,0,0,2.5,2.5,26/06/2012,15:56:39,2,,,,,
018-000006011,1083,18,Department of Education,Information Assurance Enhancement/Cyber Watch,1353,,IA Enhancement /Cyber Watch,"In 2010, the CIO initiated several IA enhancement activities to build, integrate, and maintain advanced network security capabilities, to protect, monitor, and respond to cyber threats.  The IA Enhancement program consists of several critical projects.  These projects mitigate risk to the Department's information and information systems, and enable to Department to be compliant with OMB and White House cyber security mandates.",03/10/2011,29/09/2017,30/09/2012,30/09/2012,23.237,0,0,0,0,1.127,1.127,21/08/2012,16:55:28,1,,,,,
019-000000122,559,19,Department of Energy,CF iManage,1412,,STRIPES:  Western Deployment,Deployment the STRIPES/PRISM software to the Western Area Power Administration.  And integrate STRIPES into their existing accounting system.,11/10/2011,08/11/2011,08/11/2011,25/10/2011,0.006,14,50,0.00136,22.67,0.006,0.00464,23/02/2012,13:48:25,A100000000,,,,,
019-000000122,559,19,Department of Energy,CF iManage,1413,,STRIPES:  Labor Intensive Processes,"Identify, evaulate, and streamline current labor intesive Help Desk / User / STRIPES Team processes.",03/10/2011,29/02/2012,29/02/2012,28/10/2011,0.0035,124,83.22,-7.7E-5,-2.2,0.0035,0.003577,23/02/2012,13:48:25,A200000000,,,,,
019-000000122,559,19,Department of Energy,CF iManage,1414,,STRIPES:  Integration with the Office of Science Portfolio Analysis Management System (PAMS),Integration 3 under the PAMS Project Plan:  Create a partial requisition in STRIPES and transmit meta data back to PAMS.,01/02/2012,30/08/2012,30/08/2012,30/08/2012,0.004,-1,-0.47,0,0,0.004,0.004,27/04/2012,05:54:45,A300000000,,,,,
019-000000122,559,19,Department of Energy,CF iManage,1416,,CHRIS: PeopleSoft 9.1 Transition,"Continuation of the PeopleSoft release 9.1 software implementation in CHRIS, retaining critical DOE mods and functionality. Funding for this project is part of the O&M budget for CHRIS.",03/10/2011,02/05/2012,02/05/2012,02/05/2012,0.6286,0,0,0,0,0.6286,0.6286,30/05/2012,09:09:01,B100000000,,,,,
